, Destination Port, Flow Duration,Total Length of Fwd Packets, Fwd Packet Length Max, Fwd Packet Length Mean, Fwd Packet Length Std, Bwd Packet Length Mean,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Max, Fwd Header Length, Bwd Header Length, Bwd Packets/s, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1, Subflow Fwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward
66,22,13536814,2008,640,95.61904762,140.0451628,85.78125,351.1165921,3.915249186,260323.3462,2803883,680,1032,2.363924037,976,88.01851852,189.5902723,35944.47135,89.67924528,95.61904762,85.78125,680,2008,29200,247
67,53,24008,47,47,47.0,0.0,390.0,18202.26591,83.30556481,24008.0,24008,32,32,41.65278241,390,161.3333333,198.0311423,39216.33333,242.0,47.0,390.0,32,47,-1,-1
68,88,680,504,252,252.0,0.0,1442.0,4982352.941,5882.352941,226.6666667,674,64,64,2941.176471,1442,728.0,651.7898434,424830.0,910.0,252.0,1442.0,64,504,-1,-1
69,443,629605,535,202,44.58333333,70.86922442,562.5714286,7104.45438,30.17765107,34978.05556,349578,392,232,11.11808197,1418,223.65,442.5095033,195814.6605,235.4210526,44.58333333,562.5714286,392,535,29200,340
70,44240,93,0,0,0.0,0.0,0.0,0.0,21505.37634,93.0,93,32,32,10752.68817,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,126,1916
71,2919,18,6,6,6.0,0.0,6.0,666666.6667,111111.1111,18.0,18,20,20,55555.55556,6,6.0,0.0,0.0,9.0,6.0,6.0,20,6,237,16393
72,443,3,0,0,0.0,0.0,0.0,0.0,666666.6667,3.0,3,40,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,-1
73,21,230,14,14,7.0,9.899494937,0.0,60869.56522,13043.47826,115.0,183,64,20,4347.826087,14,7.0,8.082903769,65.33333333,9.333333333,7.0,0.0,64,14,229,0
74,80,115508315,435,424,27.1875,105.8175907,140.1428571,20.75175281,0.259721562,3983045.345,10200000,332,424,0.121203396,1962,77.32258065,357.9519881,128129.6258,79.9,27.1875,140.1428571,332,435,8192,946
75,443,15751785,849,521,77.18181818,161.9233264,635.4,457.2815081,1.333182239,787589.25,9718566,244,224,0.634848685,2282,327.4090909,614.9033729,378106.158,343.0,77.18181818,635.4,244,849,8192,62
76,33833,3,0,0,0.0,0.0,0.0,0.0,666666.6667,3.0,3,64,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,64,0,400,-1
77,22,66,0,0,0.0,0.0,0.0,0.0,30303.0303,66.0,66,32,32,15151.51515,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,259,247
78,53,178,60,30,30.0,0.0,132.0,1820224.719,22471.91011,59.33333333,172,64,64,11235.95506,132,70.8,55.86770087,3121.2,88.5,30.0,132.0,64,60,-1,-1
79,51265,177,0,0,0.0,0.0,0.0,0.0,11299.43503,177.0,177,32,32,5649.717514,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,122,33304
80,50578,37312,38,38,19.0,26.87005769,0.0,1018.439108,80.40308748,18656.0,37242,64,20,26.80102916,38,19.0,21.93931023,481.3333333,25.33333333,19.0,0.0,64,38,349,0
81,21,233,14,14,7.0,9.899494937,0.0,60085.83691,12875.53648,116.5,150,64,20,4291.845494,14,7.0,8.082903769,65.33333333,9.333333333,7.0,0.0,64,14,229,0
82,80,4065671,435,435,87.0,194.537914,293.5,540.1322439,2.705580456,406567.1,3805842,112,132,1.475771158,1460,183.0,424.0358047,179806.3636,199.6363636,87.0,293.5,112,435,8192,30
83,443,112096517,2995,581,149.75,255.4504535,130.5,50.00155357,0.356835351,2874269.667,10000000,400,520,0.178417676,581,150.8780488,246.1724188,60600.85976,154.65,149.75,130.5,400,2995,252,136
84,80,50277,0,0,0.0,0.0,0.0,0.0,39.7796209,50277.0,50277,32,32,19.88981045,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,238,119
85,22,12257226,2280,640,95.0,138.57034,106.3142857,489.5887536,4.813487163,211331.4828,2355995,788,1140,2.855458486,976,100.0166667,215.8848164,46606.25395,101.7118644,95.0,106.3142857,788,2280,29200,247
86,443,117374323,2050,1697,36.60714286,228.035777,1591.690141,980.2825444,1.082008371,931542.246,10200000,1812,2280,0.604902318,2896,898.90625,1106.081033,1223415.251,905.984252,36.60714286,1591.690141,1812,2050,29200,1120
87,80,28968,0,0,0.0,0.0,0.0,0.0,69.04170119,28968.0,28968,20,20,34.52085059,0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,29200,16384
88,21,9500058,114,26,12.66666667,10.48808848,12.53333333,31.7892796,2.526300366,413046.0,3308869,296,488,1.578937729,34,12.08,12.90322957,166.4933333,12.58333333,12.66666667,12.53333333,296,114,29200,227
89,8080,134812,206,194,51.5,95.04209594,44.66666667,2522.03068,51.92416105,22468.66667,131123,92,72,22.25321188,194,42.5,75.2880184,5668.285714,48.57142857,51.5,44.66666667,92,206,8192,237
90,21,3,14,14,7.0,9.899494937,0.0,4666666.667,666666.6667,3.0,3,64,0,0.0,14,9.333333333,8.082903769,65.33333333,14.0,7.0,0.0,64,14,229,-1
91,21,241,14,14,7.0,9.899494937,0.0,58091.28631,12448.13278,120.5,127,64,20,4149.377593,14,7.0,8.082903769,65.33333333,9.333333333,7.0,0.0,64,14,229,0
92,443,100973,525,205,65.625,80.19073245,746.6,42169.68893,128.7472889,8414.416667,36526,172,112,49.51818803,1430,304.1428571,528.1281688,278919.3626,327.5384615,65.625,746.6,172,525,8192,343
93,59245,65,0,0,0.0,0.0,0.0,0.0,46153.84615,32.5,64,20,40,30769.23077,0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,389,256
94,22,79,0,0,0.0,0.0,0.0,0.0,25316.4557,79.0,79,32,32,12658.22785,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,259,247
95,21,9735125,99,20,11.0,8.544003745,12.53333333,29.48087467,2.465299624,423266.3043,3580781,296,488,1.540812265,34,11.48,12.41343358,154.0933333,11.95833333,11.0,12.53333333,296,99,29200,227
96,53,30998,74,37,37.0,0.0,99.0,8774.759662,129.0405833,10332.66667,30991,40,40,64.52029163,99,61.8,33.95879857,1153.2,77.25,37.0,99.0,40,74,-1,-1
97,21,8425551,113,28,12.55555556,10.50132267,12.53333333,35.72466655,2.848478396,366328.3043,3104214,296,488,1.780298998,34,12.04,12.90503778,166.54,12.54166667,12.55555556,12.53333333,296,113,29200,227
98,8080,999172,0,0,0.0,0.0,6.0,18.01491635,6.004972117,199834.4,499972,92,60,3.002486058,6,2.571428571,3.207134903,10.28571429,3.0,0.0,6.0,92,0,8192,0
99,443,1240,37,37,7.4,16.54690303,0.0,29838.70968,4032.258065,310.0,871,160,0,0.0,37,6.166666667,15.10518675,228.1666667,7.4,7.4,0.0,160,37,65341,-1
100,443,123,0,0,0.0,0.0,0.0,0.0,16260.1626,123.0,123,64,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,64,0,383,-1
101,22,80,0,0,0.0,0.0,0.0,0.0,25000.0,80.0,80,32,32,12500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,259,247
102,21,7451831,114,27,12.66666667,10.54751155,12.53333333,40.52695237,3.220684956,323992.6522,2556930,296,488,2.012928098,34,12.08,12.91936531,166.91,12.58333333,12.66666667,12.53333333,296,114,29200,227
103,21,10143521,98,20,10.88888889,8.432740427,12.53333333,28.19533769,2.366042324,441022.6522,3737372,296,488,1.478776452,34,11.44,12.38978074,153.5066667,11.91666667,10.88888889,12.53333333,296,98,29200,227
104,137,4,124,62,62.0,0.0,0.0,31000000.0,500000.0,4.0,4,40,0,0.0,62,62.0,0.0,0.0,93.0,62.0,0.0,40,124,-1,-1
105,51222,4,0,0,0.0,0.0,0.0,0.0,500000.0,4.0,4,64,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,64,0,360,-1
106,47478,3,0,0,0.0,0.0,0.0,0.0,666666.6667,3.0,3,64,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,64,0,1026,-1
107,21,8150931,108,25,12.0,9.759610648,12.53333333,36.31487004,2.944448922,354388.3043,3388625,296,488,1.840280577,34,11.84,12.7039364,161.39,12.33333333,12.0,12.53333333,296,108,29200,227
108,21,9143886,103,22,11.44444444,9.070709883,12.53333333,31.82454374,2.624704639,397560.2609,3492301,296,488,1.640440399,34,11.64,12.53289006,157.0733333,12.125,11.44444444,12.53333333,296,103,29200,227
109,22,12723439,2008,640,95.61904762,140.0451628,85.78125,373.562525,4.165540464,244681.5192,2736270,680,1032,2.515043299,976,88.01851852,189.5902723,35944.47135,89.67924528,95.61904762,85.78125,680,2008,29200,247
110,22,92,0,0,0.0,0.0,0.0,0.0,21739.13043,92.0,92,32,32,10869.56522,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,259,247
111,443,1550418,1352,1039,169.0,358.9424944,606.1666667,3217.841898,9.029822925,119262.9231,1052433,180,132,3.869924111,1590,332.6,554.7401966,307736.6857,356.3571429,169.0,606.1666667,180,1352,29200,139
112,21,49,14,14,7.0,9.899494937,0.0,285714.2857,40816.32653,49.0,49,64,0,0.0,14,9.333333333,8.082903769,65.33333333,14.0,7.0,0.0,64,14,229,-1
113,46918,66,0,0,0.0,0.0,0.0,0.0,30303.0303,66.0,66,32,32,15151.51515,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,130,616
114,53,136401,57,57,57.0,0.0,161.0,1598.228752,14.6626491,136401.0,136401,20,20,7.33132455,161,91.66666667,60.044428,3605.333333,137.5,57.0,161.0,20,57,-1,-1
115,443,15690,58,46,19.33333333,23.09401077,0.0,3696.622052,191.2045889,7845.0,15375,60,0,0.0,46,16.0,20.0,400.0,21.33333333,19.33333333,0.0,60,58,256,-1
116,22,96,0,0,0.0,0.0,0.0,0.0,20833.33333,96.0,96,32,32,10416.66667,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,259,247
117,51445,1,0,0,0.0,0.0,0.0,0.0,2000000.0,1.0,1,40,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,40,0,5869,-1
118,22,80,0,0,0.0,0.0,0.0,0.0,25000.0,80.0,80,32,32,12500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,259,247
119,80,67,0,0,0.0,0.0,0.0,0.0,29850.74627,67.0,67,40,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,40,0,16425,-1
120,80,75785214,974,461,69.57142857,164.1592633,75.58333333,24.820145,0.343074838,3031408.56,9998765,304,248,0.158342233,461,69.66666667,144.9371216,21006.76923,72.34615385,69.57142857,75.58333333,304,974,8192,1024
121,22,71,0,0,0.0,0.0,0.0,0.0,28169.01408,71.0,71,32,32,14084.50704,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,259,247
122,22,12313485,2008,640,100.4,141.9141327,83.18181818,385.9995769,4.30422419,236797.7885,2659985,648,1064,2.679988647,976,88.01851852,189.5902723,35944.47135,89.67924528,100.4,83.18181818,648,2008,29200,247
123,443,30602922,725,399,65.90909091,129.3417601,467.5454545,191.746396,0.718885602,1457282.0,10100000,240,232,0.359442801,1460,255.1304348,490.8143793,240898.7549,266.7272727,65.90909091,467.5454545,240,725,29200,245
124,22,68,0,0,0.0,0.0,0.0,0.0,29411.76471,68.0,68,32,32,14705.88235,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,259,247
125,6026,4,12,6,6.0,0.0,0.0,3000000.0,500000.0,4.0,4,40,0,0.0,6,6.0,0.0,0.0,9.0,6.0,0.0,40,12,360,-1
126,21,8937489,106,23,11.77777778,9.497075573,12.53333333,32.89514538,2.68531799,388586.4783,3158326,296,488,1.678323744,34,11.76,12.63685087,159.69,12.25,11.77777778,12.53333333,296,106,29200,227
127,21,235,14,14,7.0,9.899494937,0.0,59574.46809,12765.95745,117.5,177,64,20,4255.319149,14,7.0,8.082903769,65.33333333,9.333333333,7.0,0.0,64,14,229,0
128,22,96,0,0,0.0,0.0,0.0,0.0,20833.33333,96.0,96,32,32,10416.66667,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,259,257
129,22,69,0,0,0.0,0.0,0.0,0.0,28985.50725,69.0,69,32,32,14492.75362,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,259,247
130,443,5899100,635,517,90.71428571,190.7072051,42.0,136.1224594,1.864691224,589910.0,5491920,232,136,0.678069536,517,66.91666667,150.8487854,22755.35606,73.0,90.71428571,42.0,232,635,29200,340
131,80,70171119,487,283,13.52777778,46.20605162,1785.490196,1304.625055,1.239826317,815943.2442,10000000,732,1104,0.726794737,4380,1040.306818,1247.260615,1555659.043,1052.264368,13.52777778,1785.490196,732,487,8192,946
132,42802,79,0,0,0.0,0.0,0.0,0.0,25316.4557,79.0,79,32,32,12658.22785,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,360,339
133,53,152,64,32,32.0,0.0,94.0,1657894.737,26315.78947,50.66666667,137,40,40,13157.89474,94,56.8,33.95879857,1153.2,71.0,32.0,94.0,40,64,-1,-1
134,443,18021094,4167,1448,245.1176471,470.104627,366.8333333,475.4983244,1.609225278,643610.5,10000000,552,392,0.665886322,1448,285.6333333,475.938672,226517.6195,295.4827586,245.1176471,366.8333333,552,4167,29200,80
135,53,60348,124,31,31.0,0.0,118.0,5965.400676,99.4233446,12069.6,30158,104,40,33.14111487,118,55.85714286,42.45165317,1802.142857,65.16666667,31.0,118.0,104,124,-1,-1
136,50330,16,0,0,0.0,0.0,0.0,0.0,125000.0,16.0,16,20,20,62500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,946,255
137,22,73,0,0,0.0,0.0,0.0,0.0,27397.26027,73.0,73,32,32,13698.63014,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,259,247
138,59015,55,0,0,0.0,0.0,0.0,0.0,36363.63636,55.0,55,32,32,18181.81818,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,122,33304
139,21,8422799,98,21,10.88888889,8.506533437,12.53333333,33.95545827,2.849409086,366208.6522,3092668,296,488,1.780880679,34,11.44,12.40658427,153.9233333,11.91666667,10.88888889,12.53333333,296,98,29200,227
140,80,71,6,6,6.0,0.0,6.0,169014.0845,28169.01408,71.0,71,20,20,14084.50704,6,6.0,0.0,0.0,9.0,6.0,6.0,20,6,256,946
141,54749,4,0,0,0.0,0.0,0.0,0.0,500000.0,4.0,4,40,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,40,0,416,-1
142,22,224,0,0,0.0,0.0,0.0,0.0,8928.571429,224.0,224,32,32,4464.285714,0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,290,243
